LandsatID,Hylak_id,date,Aerosol,Blue,Red,Green,Nir,Swir1,Swir2,TIR1,TIR2,sat,pCount_dswe1,pCount_dswe3,year,dWL
2_LC08_024030_20140914,9086,2014-09-14,164.5,260.191798860697,180.0512269533832,278.8743400094737,176.5901662173806,61.17051033624021,33.382859768934324,109.07729566512307,2874,l8,50,0,2014,501
2_LC08_024030_20141016,9086,2014-10-16,82,177.71826549688885,102.03500619286254,196.08053932618796,120.72935938672533,37.81136034935161,16.014664293288835,154.67558177217234,2839,l8,50,0,2014,500
2_LC08_024030_20141101,9086,2014-11-01,126,223.77293208096498,138.50579677404284,228.09488609361372,122.52206939187069,33.585649138382145,11.352769238997254,190.20847548204074,2808,l8,50,0,2014,496
2_LC08_024030_20150426,9086,2015-04-26,127,215.42180545343712,142.78106382232974,234.0844653721807,138.6270315216768,48.03193337736197,26.45716471133995,200.05063643869653,2807,l8,50,0,2015,501
2_LC08_024030_20150528,9086,2015-05-28,91,216.46624192009068,125.66052506510908,266.9531447253572,165.94311645441593,54.0163280733169,42.5723548298315,72.83516771607083,2912,l8,50,0,2015,507
2_LC08_024030_20150629,9086,2015-06-29,186,328.347772741765,203.35101951415749,535.0257272807688,125.50846617000173,15.361551328291432,17.178139618652118,82.26350239068324,2888,l8,50,0,2015,525
2_LC08_024030_20150715,9086,2015-07-15,238,362.17110253366127,296.6074498702181,526.3575687183971,228.88793442951007,45.63242884426613,18.340815568731553,52.62550451441848,2915,l8,50,0,2015,534
2_LC08_024030_20150731,9086,2015-07-31,354,489.7531088110737,466.75629948093547,615.955786115088,457.3830678194703,310.6282914920892,246.7798218269153,43.03297970512358,2935,l8,50,0,2015,546
2_LC08_024030_20150816,9086,2015-08-16,400,523.2572242512779,420.81747468800916,594.008824420284,614.2801126947901,285.80510645472043,215.10975764295415,76.37695034910075,2904,l8,50,0,2015,513
2_LC08_024030_20150901,9086,2015-09-01,197,324.2364388404521,227.60493504551062,412.82379453968576,255.1115517326449,68.29513837492068,39.13228949662389,46.636333638659835,2932,l8,50,0,2015,515
2_LC08_024030_20151003,9086,2015-10-03,187.5,269.5257827851742,168.89626552764943,254.01982794560928,146.3623805513599,51.02669619619385,33.382859768934324,121.74776597697064,2866,l8,50,0,2015,492
2_LC08_024030_20160311,9086,2016-03-11,328,427.7901405632475,333.87281069125214,422.58906439681556,297.914904837656,142.45224127906965,108.21565261365265,281.53762361041936,2734,l8,50,0,2016,495
2_LC08_024030_20160412,9086,2016-04-12,195,278.3296172351633,181.1124380263639,278.8743400094737,154.67902340177932,49.23045421789978,26.45716471133995,231.31192236687139,2780,l8,50,0,2016,495
2_LC08_024030_20160530,9086,2016-05-30,289,402.94146895603257,341.60334278142153,428.44270599937744,403.1824991814266,268.80976466019047,212.56228703593348,79.91134442607063,2905,l8,50,0,2016,509
2_LC08_024030_20160615,9086,2016-06-15,115,223.77293208096498,124.05281256543778,249.53838221806896,138.6270315216768,38.41421242881668,19.502692143527145,57.402064102904205,2924,l8,50,0,2016,500
2_LC08_024030_20160717,9086,2016-07-17,300,446.49141531998754,387.2365056556712,543.6845703171199,436.78927840184735,263.09498321293904,202.8363343380758,74.01658287775399,2893.5,l8,50,0,2016,531
2_LC08_024030_20160818,9086,2016-08-18,200,305.189073560311,190.65421085628083,374.6293533917842,183.08510711528598,90.07669354782351,64.75741654278734,29.75746874697097,2942,l8,50,0,2016,508
2_LC08_024030_20160919,9086,2016-09-19,220,308.7967214404454,193.83115106882275,304.15189250823846,186.03444651708116,73.02847138723943,46.00522578548449,75.19717708876442,2905,l8,50,0,2016,494
2_LC08_024030_20161106,9086,2016-11-06,178,294.35467151744353,221.28817038319102,348.0845771954714,264.97995898050436,99.99023102397781,55.124375821403284,144.5304900170272,2858,l8,50,0,2016,512
2_LC08_024030_20170602,9086,2017-06-02,215,318.0647610895178,226.55264798106342,328.8612088733243,296.76328908603983,151.48544534814556,108.76491565542808,76.37695034910075,2908,l8,50,0,2017,498
2_LC08_024030_20170704,9086,2017-07-04,334,478.7136017717774,466.75629948093547,664.8772704138473,418.8982151795807,241.57565082781036,186.81279571190512,57.402064102904205,2910,l8,50,0,2017,548
2_LC08_024030_20170720,9086,2017-07-20,172,322.17983651000264,284.1272512376542,483.36143941572186,257.4354191081897,129.3749613355166,96.63496481372657,43.03297970512358,2927,l8,50,0,2017,541
2_LC08_024030_20170922,9086,2017-09-22,187,305.70456875137575,223.39456987746726,373.64770861708456,183.6751203186895,60.575457288172544,33.382859768934324,50.23229901613513,2932,l8,50,0,2017,513
2_LC08_024030_20171008,9086,2017-10-08,153.5,259.15391005259426,178.98981306202677,284.8287273008516,150.52248218386418,48.03193337736197,26.45716471133995,96.30749032179256,2895,l8,50,0,2017,503
2_LC08_024030_20171125,9086,2017-11-25,155,249.28619103108932,138.50579677404284,205.09647752666396,148.14571722013798,51.62503304695517,21.824047167266798,233.44242364966294,2778,l8,50,0,2017,485
2_LC08_024030_20180504,9086,2018-05-04,82,185.06533288549332,145.98538451559943,222.1011665812598,163.57390828900137,90.66148471247352,66.4513695907557,190.20847548204074,2820,l8,50,0,2018,517
2_LC08_024030_20180605,9086,2018-06-05,250,363.19340167854773,293.49013826014993,484.8144561044596,325.46648904977127,83.63044505056202,51.14104276104909,91.63929622219757,2893,l8,50,0,2018,529
2_LC08_024030_20180707,9086,2018-07-07,391,521.2618892972683,484.3132746178074,619.2902077294386,497.72232173979495,318.6270977126661,251.7338731471789,35.804106169868646,2941,l8,50,0,2018,541
2_LC08_024030_20180723,9086,2018-07-23,216,397.8588141085504,412.1889496127527,577.2692937913752,407.67851667410594,254.73824249875454,207.96424978257573,53.82087583754992,2922,l8,50,0,2018,552
2_LC08_024030_20180808,9086,2018-08-08,270.5,387.68181216617387,266.39697511189695,500.29719987515807,178.9529801688392,43.22964050847663,20.0833306651935,57.402064102904205,2918,l8,50,0,2018,515
2_LC08_024030_20180909,9086,2018-09-09,158,270.5621126269553,206.52065826517205,333.3012522629951,181.3146315359421,58.78906671795942,33.382859768934324,77.55590265876435,2908,l8,50,0,2018,517
2_LC08_024030_20190421,9086,2019-04-21,97,188.73600197917955,139.5749177636782,216.10330683511893,128.49304641007706,61.76535814663953,44.28968960485231,201.1401051249577,2801,l8,50,0,2019,508
2_LC08_024030_20190608,9086,2019-06-08,351,449.5190268033419,388.7677049230866,434.29220736815245,450.7149002096564,329.53966692058776,263.5420600368593,74.01658287775399,2913,l8,50,0,2019,492
2_LC08_024030_20190710,9086,2019-07-10,280,407.5125260282541,378.03972688292373,587.317238657378,368.7474496262194,205.12443997551,150.99171410152985,44.23491863364234,2929,l8,50,0,2019,544
2_LC08_024030_20190827,9086,2019-08-27,246.5,401.9252497798005,361.6493342784429,605.9440682947212,285.80844347200195,97.08064183751243,59.66476583255039,66.91577764755175,2914,l8,50,0,2019,542
2_LC08_024030_20191014,9086,2019-10-14,140,256.0393082484931,202.2940676270678,319.97413544946727,178.9529801688392,46.83259158615076,19.502692143527145,158.6029369365251,2837,l8,50,0,2019,521
2_LC08_024030_20200407,9086,2020-04-07,281,368.8132603231233,271.0959877649451,350.05373207606885,251.6235708236608,145.84584993502372,107.66618972805627,218.45995481355612,2800,l8,50,0,2020,491
2_LC08_024030_20200509,9086,2020-05-09,243,337.58915406673754,266.39697511189695,350.05373207606885,264.40004572869043,141.31939649240476,103.26329226573053,194.59097874728832,2808,l8,50,0,2020,501
